R [n]: received message, n remaining messages in queue
S[id]: sent a message to machine with specified id
SB: sent a message to both other machines
IE: internal event

clock speed (ticks per second): 5.5

21:31:17.059 0 IE
21:31:17.253 1 IE
21:31:17.440 2 IE
21:31:17.625 3 IE
21:31:17.811 4 IE
21:31:17.995 5 IE
21:31:18.179 6 IE
21:31:18.364 7 IE
21:31:18.549 8 IE
21:31:18.732 9 R 0
21:31:18.917 10 IE
21:31:19.102 11 IE
21:31:19.284 12 IE
21:31:19.467 13 IE
21:31:19.653 14 IE
21:31:19.835 15 IE
21:31:20.019 16 IE
21:31:20.205 17 IE
21:31:20.386 18 IE
21:31:20.571 19 IE
21:31:20.756 20 IE
21:31:20.941 21 IE
21:31:21.126 22 IE
21:31:21.311 23 IE
21:31:21.495 24 IE
21:31:21.676 25 IE
21:31:21.861 26 IE
21:31:22.043 27 IE
21:31:22.228 28 IE
21:31:22.414 29 IE
21:31:22.598 30 IE
21:31:22.783 31 IE
21:31:22.969 32 IE
21:31:23.153 33 IE
21:31:23.336 34 IE
21:31:23.520 35 IE
21:31:23.703 36 IE
21:31:23.889 37 IE
21:31:24.074 38 IE
21:31:24.259 39 IE
21:31:24.443 40 IE
21:31:24.627 41 IE
21:31:24.811 42 IE
21:31:24.997 43 IE
21:31:25.178 44 IE
21:31:25.362 45 R 0
21:31:25.548 46 IE
21:31:25.733 47 IE
21:31:25.915 48 IE
21:31:26.101 49 IE
21:31:26.285 50 IE
21:31:26.470 51 IE
21:31:26.652 52 IE
21:31:26.836 53 IE
21:31:27.020 54 IE
21:31:27.206 55 IE
21:31:27.388 56 IE
21:31:27.570 57 IE
21:31:27.753 58 IE
21:31:27.935 59 IE
21:31:28.119 60 IE
21:31:28.303 61 IE
21:31:28.487 62 IE
21:31:28.673 63 IE
21:31:28.859 64 IE
21:31:29.045 65 IE
21:31:29.230 66 IE
21:31:29.414 67 IE
21:31:29.600 68 IE
21:31:29.785 69 IE
21:31:29.971 70 IE
21:31:30.157 71 IE
21:31:30.341 72 IE
21:31:30.526 73 IE
21:31:30.712 74 IE
21:31:30.897 75 IE
21:31:31.081 76 IE
21:31:31.263 77 IE
21:31:31.447 78 IE
21:31:31.633 79 IE
21:31:31.818 80 IE
21:31:32.002 81 IE
21:31:32.187 82 IE
21:31:32.371 83 IE
21:31:32.556 84 IE
21:31:32.740 85 IE
21:31:32.922 86 IE
21:31:33.107 87 IE
21:31:33.293 88 IE
21:31:33.478 89 IE
21:31:33.661 90 IE
21:31:33.846 91 IE
21:31:34.031 92 IE
21:31:34.215 93 IE
21:31:34.397 94 IE
21:31:34.580 95 IE
21:31:34.766 96 IE
21:31:34.950 97 IE
21:31:35.134 98 IE
21:31:35.318 99 IE
21:31:35.504 100 IE
21:31:35.690 101 IE
21:31:35.874 102 IE
21:31:36.058 103 IE
21:31:36.241 104 IE
21:31:36.426 105 IE
21:31:36.611 106 IE
21:31:36.796 107 IE
21:31:36.982 108 IE
21:31:37.167 109 IE
21:31:37.353 110 IE
21:31:37.538 111 IE
21:31:37.723 112 IE
21:31:37.906 113 IE
21:31:38.092 114 IE
21:31:38.276 115 IE
21:31:38.459 116 IE
21:31:38.645 117 IE
21:31:38.829 118 IE
21:31:39.013 119 IE
21:31:39.198 120 IE
21:31:39.380 121 IE
21:31:39.564 122 IE
21:31:39.750 123 IE
21:31:39.934 124 IE
21:31:40.116 125 IE
21:31:40.300 126 IE
21:31:40.484 127 IE
21:31:40.669 128 IE
21:31:40.854 129 IE
21:31:41.037 130 IE
21:31:41.219 131 IE
21:31:41.405 132 IE
21:31:41.589 133 IE
21:31:41.771 134 IE
21:31:41.956 135 IE
21:31:42.138 136 IE
21:31:42.322 137 IE
21:31:42.509 138 IE
21:31:42.692 139 IE
21:31:42.876 140 IE
21:31:43.059 141 IE
21:31:43.242 142 IE
21:31:43.426 143 IE
21:31:43.611 144 IE
21:31:43.796 145 IE
21:31:43.982 146 IE
21:31:44.167 147 IE
21:31:44.352 148 IE
21:31:44.537 149 IE
21:31:44.722 150 IE
21:31:44.906 151 IE
21:31:45.093 152 IE
21:31:45.278 153 IE
21:31:45.463 154 IE
21:31:45.646 155 IE
21:31:45.830 156 IE
21:31:46.014 157 IE
21:31:46.198 158 IE
21:31:46.382 159 IE
21:31:46.568 160 IE
21:31:46.751 161 IE
21:31:46.935 162 IE
21:31:47.120 163 IE
21:31:47.304 164 IE
21:31:47.490 165 IE
21:31:47.674 166 IE
21:31:47.859 167 IE
21:31:48.044 168 IE
21:31:48.230 169 IE
21:31:48.414 170 IE
21:31:48.599 171 IE
21:31:48.785 172 IE
21:31:48.969 173 IE
21:31:49.151 174 IE
21:31:49.336 175 IE
21:31:49.520 176 IE
21:31:49.704 177 IE
21:31:49.890 178 IE
21:31:50.075 179 IE
21:31:50.260 180 IE
21:31:50.445 181 IE
21:31:50.627 182 IE
21:31:50.810 183 IE
21:31:50.995 184 IE
21:31:51.181 185 IE
21:31:51.366 186 IE
21:31:51.551 187 IE
21:31:51.736 188 IE
21:31:51.921 189 IE
21:31:52.105 190 IE
21:31:52.290 191 IE
21:31:52.474 192 IE
21:31:52.660 193 IE
21:31:52.846 194 IE
21:31:53.031 195 IE
21:31:53.215 196 IE
21:31:53.400 197 IE
21:31:53.586 198 IE
21:31:53.771 199 IE
21:31:53.956 200 IE
21:31:54.142 201 IE
21:31:54.324 202 IE
21:31:54.509 203 IE
21:31:54.694 204 IE
21:31:54.877 205 IE
21:31:55.062 206 IE
21:31:55.246 207 IE
21:31:55.431 208 IE
21:31:55.614 209 IE
21:31:55.799 210 IE
21:31:55.984 211 IE
21:31:56.169 212 IE
21:31:56.354 213 IE
21:31:56.536 214 IE
21:31:56.722 215 IE
21:31:56.907 216 IE
21:31:57.091 217 IE
21:31:57.274 218 IE
21:31:57.458 219 IE
21:31:57.644 220 IE
21:31:57.829 221 IE
21:31:58.013 222 IE
21:31:58.199 223 IE
21:31:58.384 224 SB
21:31:58.570 225 IE
21:31:58.755 226 IE
21:31:58.938 227 IE
21:31:59.124 228 IE
21:31:59.309 229 IE
21:31:59.492 230 IE
21:31:59.675 231 IE
21:31:59.860 232 IE
21:32:00.045 233 IE
21:32:00.229 234 IE
21:32:00.413 235 IE
21:32:00.597 236 IE
21:32:00.782 237 IE
21:32:00.966 238 IE
